YORF	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YOR206W	0.06	0.11	0.41	-0.56	-0.81	-1.15	-1.94
YLR222C	0.16	0.21	0.32	-0.43	-0.58	-0.89	-1.47
YEL040W	0.21	0.4	0.56	-0.58	-0.81	-1.18	-2.12
YCR016W	0.24	0.15	0.58	-0.58	-0.62	-1	-1.56
YBR154C	0.12	-0.03	0.29	-0.3	-0.4	-0.43	-1.15
YAL012W	0.11	-0.01	0.56	-0.58	-0.74	-1.25	-2.56
YER093C	0.07	0.04	0.04	-0.1	-0.22	-0.27	-0.62
YMR131C	0.21	0.11	0.32	-0.42	-0.84	-1.32	-2.56
YJR064W	0.19	0.11	0.15	-0.12	-0.32	-0.62	-1.43
YBR121C	0.43	0.15	0.26	-0.42	-0.42	-1.06	-1.79
YKL212W	0.2	0.04	0.16	-0.1	-0.3	-0.56	-1.06
YPL140C	0.16	0	0.12	-0.03	-0.15	-0.4	-0.64
YKL080W	0.14	0.2	0.3	-0.14	-0.09	-0.67	-1.22
YLR175W	0.32	0.48	0.76	-0.32	-0.42	-1.32	-2.32
YBR084W	0.29	0.48	0.4	-0.29	-0.42	-0.86	-1.64
YGR087C	0.21	0.19	0.32	-0.36	-0.27	-0.84	-1.09
YOL097C	0.32	0.3	0.32	-0.34	-0.43	-1	-1.56
YLR335W	0.21	0.32	0.3	-0.32	-0.36	-0.81	-1.15
YGR162W	0.29	0.34	0.3	-0.47	-0.58	-1.03	-1.56
YCR032W	0.14	0.11	0.08	-0.15	-0.22	-0.58	-0.76
YHR064C	0.36	0.38	0.11	-0.36	-0.56	-1.29	-1.79
YNR053C	0.2	0.41	0.29	-0.49	-0.6	-1.74	-2.4
YJL138C	0.29	0.19	0.43	-0.12	-0.49	-1.4	-1.89
YAR073W	0.32	0.48	0.5	-0.1	-0.47	-1.69	-2.25
YLR134W	0.29	0.5	0.3	-0.15	-0.43	-1.18	-1.74
YLR339C	0.32	0.48	0.3	-0.22	-0.67	-1.79	-2.56
YHR019C	0.12	0.4	0.43	-0.2	-0.42	-1.25	-1.6
YKL165C	-0.03	0.19	0.19	-0.1	-0.23	-0.56	-0.71
YER060W	-0.03	0.3	0.36	-0.56	-0.42	-1.22	-1.69
YOL006C	0.07	0.06	0.19	-0.34	-0.23	-0.64	-0.92
YAL036C	0.12	0.03	0.38	-0.67	-0.56	-1.32	-1.94
YOL014W	-0.14	-0.01	0.48	-0.49	-0.42	-1.12	-1.56
YDR354W	-0.03	0.19	0.07	-0.23	-0.2	-0.43	-0.64
YBR238C	0.15	0.94	0.38	-0.79	-0.97	-1.51	-2.32
YDR395W	0.15	0.4	0.3	-0.56	-0.69	-0.94	-1.36
YGL016W	0.08	0.3	0.32	-0.4	-0.71	-0.69	-1.09
YNL288W	0.2	0.34	0.32	-0.36	-0.36	-0.4	-0.71
YIR012W	0.3	0.45	0.52	-0.62	-0.64	-0.84	-1.43
YKR092C	0.2	0.4	0.4	-0.47	-0.49	-0.67	-1.25
YHR170W	0.08	0.38		-0.3	-0.47	-0.56	-1.09
YHR068W	0.08	0.38	0.41	-0.23	-0.4	-0.43	-1.06
YOL002C	-0.12	0.16	0.38	-0.18	-0.23	-0.76	-1.12
YPR070W	-0.12	0.03	-0.01	-0.14	-0.4	-0.43	-0.49
YCR028C	-0.04	0.04	0	-0.1	-0.29	-0.34	-0.4
YNL201C	-0.01	0.07	-0.07	-0.22	-0.47	-0.42	-0.51
YKR050W	-0.01	0.07	0.01	-0.22	-0.49	-0.36	-0.54
YNL222W	0.03	0.08	0.01	-0.17	-0.43	-0.49	-0.4
YCL061C	-0.12	0.19	-0.05	-0.3	-0.48	-0.63	-0.54
YKL101W	-0.3	-0.34	-0.2	-0.06	-0.07	-1.03	-0.58
YPL058C	-0.23	-0.36	-0.27	-0.1	0	-0.86	-0.81
YOR203W	-0.27	-0.29	-0.07	-0.27	0.07	-1.15	-0.94
YLL051C	-0.29	-0.22	-0.1	-0.34	-0.12	-0.69	-0.58
YPL267W	-0.34	-0.29	-0.07	-0.36	-0.1	-0.76	-0.94
YNL004W	-0.3	-0.27	0.03	-0.47	-0.23	-0.49	-0.76
YHR039C	-0.2	-0.06	0.08	-0.25	-0.18	-0.54	-0.6
YOR381W	-0.29	-0.18	0.11	-0.27	-0.23	-0.81	-1.09
YIL040W	-0.3	-0.29	0.12	-0.22	-0.14	-0.54	-0.86
YPL080C	-0.62	-0.56	0.19	-0.58	-0.54	-1.12	-1.74
YPL246C	-0.34	-0.15	0.06	-0.34	-0.17	-0.79	-1.47
YKR061W	-0.23	-0.23	0.04	-0.01	-0.14	-0.56	
YJL092W	-0.18	-0.42	0.03	-0.07	-0.4	-0.84	-0.81
YOL029C	-0.23	-0.36	-0.06	-0.06	-0.3	-0.67	-0.86
YDR544C	-0.34	-0.29	-0.15	-0.1	-0.29	-0.67	-0.71
YNL273W	-0.12	-0.2	-0.23	-0.04	-0.23	-0.67	-0.74
YMR299C	-0.18	-0.3	-0.1	-0.04	-0.01	-0.45	-0.74
YJL189W	0	-0.56	-0.36	-0.58	-0.36	-1.64	-2.06
YLL049W	-0.09	-0.23	0	0.01	-0.14	-0.51	-0.79
YNL043C	-0.09	-0.34	0.01	-0.07	-0.09	-0.84	-1.36
YNL090W	-0.06	-0.18	-0.06	-0.04	-0.12	-0.81	-1.09
YPL081W	-0.18	-0.43	-0.23	-0.38	-0.22	-1.51	-2.18
YOR182C	-0.17	-0.49	-0.23	-0.17	-0.38	-1.25	-1.89
YJL157C	-0.06	0.06	-0.07	-0.09	-0.01	-1.25	-1.51
YOR326W	-0.23	-0.1	-0.06	-0.18	-0.01	-1.32	-1.47
YMR305C	-0.1	-0.22	0.15	-0.18	0	-1.43	-1.69
YKL073W	-0.2	-0.29	-0.06	0.08	0.04	-0.84	-1.29
YIL094C	0	-0.23	-0.1	0	0.12	-1	-1.51
YML072C	0.03	-0.04	-0.01	0.03	0.08	-0.49	-0.71
YOR357C	-0.14	-0.1	0.04	-0.17	0.03	-0.97	-1.79
YLR086W	0	-0.03	-0.01	-0.1	0.07	-0.32	-0.6
YGR105W	-0.07	-0.14	0.07	-0.09	0.04	-0.36	-0.56
YLR138W	-0.15	-0.27	0.12	-0.1	-0.04	-0.81	-1.12
YPL239W	-0.03	-0.14	0.14	-0.1	-0.09	-0.38	-0.58
YIL096C	-0.12	-0.49	0.12	-0.62	0.08	-1	-1.36
YNL217W	-0.14	-0.27	0.08	-0.12	0.16	-0.67	-0.76
YLR020C	0.03	-0.23	0	0.04	-0.14	-0.38	-0.58
YGR140W	0.04	-0.32	0.04	-0.07	-0.42	-0.6	-0.3
YLL066C	0.06	-0.1	-0.04	-0.04	-0.4	-0.67	-0.51
YPL022W	-0.04	-0.25	-0.25	0.06	-0.14	-0.84	-0.43
YIL173W	0	-0.06	-0.22	-0.04	-0.15	-0.29	-0.22
YJL129C	-0.01	-0.23	0	-0.25	-0.15	-0.2	-0.36
YGR217W	0.03	-0.12	0.01	-0.12	-0.01	-0.09	-0.15
YOL003C	0.12	-0.12	-0.01	-0.06	-0.18	-0.01	-0.18
YJR086W	0.34	-0.14	0.01	-0.06	-0.2	-0.04	-0.67
YDR381W	0.32	-0.1	-0.12	-0.1	-0.29	0.03	-0.89
YLR143W	0.2	0.2	-0.81	-0.07	-0.56	-0.12	-1.06
YNL269W	-0.09	0.14	-0.27	-0.25	-0.43	-0.04	-0.04
YDR269C	-0.08	0.04	-0.38	-0.45	-0.62	-0.03	-0.16
YHR155W	0.01	0.11	-0.23	-0.4	-0.49	-0.03	-0.12
YOR014W	0.04	0.03	-0.27	-0.38	-0.34	-0.06	-0.09
YIL056W	0.04	0.03	-0.3	-0.76	-0.64	-0.22	-0.03
YOR023C	0.2	-0.09	-0.67	-1.29	-1	-0.18	0.25
YDL168W	0.11	-0.07	-0.23	-0.42	-0.45	-0.03	0.04
YEL065W	0.26	-0.34	-0.38	-1.18	-1.18	-0.17	0.26
YGL056C	-0.01	-0.27	-0.34	-0.94	-1.09	-0.27	0.06
YDR184C	-0.01	-0.12	-0.27	-0.89	-0.97	-0.56	0.14
YNL251C	0.06	-0.18	-0.3	-0.6	-0.67	-0.47	0.24
YKL010C	0	-0.1	-0.27	-0.42	-0.17	-0.15	-0.07
YOR363C	0.03	-0.18	-0.3	-0.58	-0.32	-0.18	-0.04
YHR056C	0.12	-0.36	-0.51	-0.81	-0.62	-0.09	-0.06
YPR124W	-0.03	-0.23	-0.67	-0.69	-0.74	-0.23	-0.04
YKL020C	-0.06	-0.36	-0.71	-0.92	-0.92	-0.45	-0.18
YJL090C	-0.09	-0.34	-0.45	-0.56	-0.6	-0.25	-0.12
YLR094C	0.06	-0.4	-0.79	-0.71	-0.54	-0.18	-0.34
YJL056C	-0.07	-0.3	-0.79	-0.94		-0.29	-0.58
YDR006C	0.15	-0.27	-1.12	-1.6	-1.51	-0.58	-0.86
YJR137C	-0.03	-0.07	-0.36	-0.58	-0.51	-0.23	-0.27
YKR021W	-0.06	-0.1	-0.49	-0.54	-0.54	-0.23	-0.22
YJL195C	0.01	-0.18	-1	-1.15	-1.12	-0.97	-0.71
YIL106W	-0.06	-0.09	-0.49	-0.42	-0.58	-0.32	-0.34
YOL060C	-0.04	-0.09	-0.34	-0.23	-0.36	-0.2	-0.25
YPL136W	-0.04	0	-0.74	-0.49	-0.62	-0.22	-0.42
YER169W	-0.03	0.11	-0.6	-0.49	-0.62	-0.23	-0.3
YDL119C	-0.06	-0.18	-0.4	-0.17	-0.43	-0.23	-0.29
YGR242W	-0.09	-0.27	-0.54	-0.67	-0.38	-0.62	-0.27
YDR013W	-0.23	-0.12	-0.3	-0.47	-0.22	-0.56	-0.34
YNL048W	-0.18	-0.07	-0.34	-0.56	-0.14	-0.71	-0.4
YHL006C	-0.18	-0.18	-0.03	-0.38	-0.23	-0.27	-0.25
YNR017W	-0.29	-0.23	-0.23	-0.74	-0.43	-0.54	-0.64
YKL173W	-0.27	-0.12	-0.23	-0.6	-0.27	-0.54	-0.56
YNL143C	-0.27	-0.07	-0.34	-0.54	-0.38	-0.32	-0.54
YNL026W	-0.23	-0.09	-0.23	-0.43	-0.3	-0.15	-0.42
YDR295C	-0.1	-0.04	-0.06	-0.17	-0.15	-0.1	-0.23
YOR185C	0.11	-0.1	-0.09	-0.84	-0.27	-0.3	-0.51
YLR437C	0.08	-0.09	-0.09	-0.43	-0.18	-0.1	-0.1
YKL032C	-0.04	-0.2	-0.22	-0.81	-0.43	-0.18	-0.23
YOL089C	-0.06	-0.1	-0.15	-0.43	-0.3	-0.22	-0.18
YHR061C	-0.04	-0.14	-0.23	-0.62	-0.4	-0.47	-0.36
YJR147W	-0.06	-0.06	-0.27	-1.03	-0.76	-0.81	-0.45
YLR403W	-0.07	-0.25	-0.4	-1.12	-0.71	-0.92	-0.25
YPL023C	0.04	0.04	-0.17	-0.74	-0.49	-0.69	-0.23
YHR205W	0.25	-0.12	-0.23	-1.25	-1.09	-1.15	-0.45
YAL043C	0.03	-0.1	-0.62	-1.15	-0.62	-1.12	-0.4
YOR043W	-0.03	0.19	-0.18	-0.74	-0.54	-0.67	-0.12
YIL141W	-0.17	0.04	-0.1	-0.6	-0.51	-0.56	-0.23
YNL204C	-0.15	-0.03	-0.1	-0.58	-0.2	-0.4	0.03
YIL137C	-0.03	0	-0.23	-0.67	-0.34	-0.29	-0.04
YGL215W	-0.06	-0.23	-0.12	-1.15	-0.69	-0.64	-0.04
YLR439W	0.08	-0.1	-0.1	-0.62	-0.22	-0.27	0.03
YDR351W	0.01	-0.03	0	-0.62	-0.14	-0.23	-0.1
YKL048C	-0.17	-0.1	-0.06	-0.58	-0.09	-0.23	-0.18
YJL107C	-0.34	-0.15	-0.32	-0.56	-0.47	-0.3	-0.1
YMR172W	-0.4	-0.27	-0.36	-0.6	-0.54	-0.56	-0.03
YPL272C	-0.23	-0.29	-0.43	-0.6	-0.56	-0.51	-0.17
YNR015W	-0.2	-0.43	-0.3	-0.74	-0.81	-0.49	-0.01
YPL222W	-0.23	-0.25	-0.1	-0.4	-0.42	-0.36	-0.09
YIL163C	-0.29	-0.29	-0.1	-0.45	-0.42	-0.36	0.04
YFR030W	-0.23	-0.49	-0.51	-0.34	-0.86	-0.54	-0.09
YOL037C	-0.23	-0.43	-0.43	-0.51	-0.76	-0.43	-0.04
YOR302W	-0.27	-0.36	-0.51	-0.62	-1.03	-0.94	-0.03
YPL024W	-0.27	-0.36	-0.51	-0.4	-0.56	-0.67	0.06
YNR068C	-0.17	-0.45	-0.64	-0.45	-0.74	-0.69	0.2
YKL198C	-0.42	-0.36	-0.29	-0.38	-0.49	-0.43	0.14
YOR093C	-0.36	-0.23	-0.22	-0.3	-0.29	-0.43	0.06
YDR543C	-0.23	-0.27	-0.12	-0.3	-0.27	-0.38	0.01
YJR162C	-0.4	-0.47	-0.34	-0.43		-0.64	-0.04
YPR039W	-0.23	-0.23	-0.22	-0.34	-0.18	-0.34	-0.03
YPR131C	0.06	-0.22	-0.18	-0.18	-0.34	-0.51	0.04
YLR188W	0.01	-0.18		-0.25	-0.43	-0.45	0.06
YNL061W	-0.03	-0.51	-0.42	-1.29	-1.36	-2.25	0.01
YNL198C	0.01	-0.3	-0.18	-0.49	-0.42	-0.6	-0.12
YPR024W	-0.03	-0.01	-0.38	-0.34	-0.6	-0.56	-0.2
YPR022C	-0.04	-0.22	-0.3	-0.42	-0.74	-0.54	-0.23
YJL019W	0.07	-0.14	-0.1	-0.23	-0.62	-0.47	-0.03
YDL120W	0.04	-0.22	-0.1	-0.17	-0.67	-0.38	-0.27
YCR037C	0.2	0	-0.06	-0.42	-0.64	-0.36	-0.01
YPL229W	0.24	-0.03	0	-0.2	-0.42	-0.14	-0.18
YJR151C	0.19	-0.01	-0.09	-0.1	-0.23	-0.2	-0.06
YBR232C	0.15	0.36	-0.25	-0.34	-0.51	-0.36	-0.3
YBL012C	0.11	0.19	-0.18	-0.22	-0.15	-0.23	-0.14
YGR218W	0.25	0.5	-0.04	-0.58	-0.43	-0.67	-0.27
YDR143C	0.2	0.12	0.04	-1.06	-0.86	-0.56	-0.56
YKL021C	0.04	0.01	0.06	-0.56	-0.74	-0.4	-0.4
YCR057C	0.11	0.15	0.14	-0.89	-1.12	-0.94	-0.43
YPL061W	0.38	-0.12	-0.2	-0.92	-1.32	-1.15	-0.56
YPR122W	-0.06	0.08	-0.18	-0.27	-0.36	-0.42	-0.25
YBR115C	0.19	0.38	-0.45	-0.81	-1.06	-0.97	-0.76
YDR409W	0.04	0.07	-0.25	-0.47	-0.67	-0.51	-0.34
YLR099C	0.11	0	-0.36	-0.49	-0.86	-0.71	-0.58
YDR509W	0.06	0.12	-0.27	-0.32	-0.58	-0.49	-0.51
YPL137C	0	0.04	-0.22	-0.47	-0.79	-0.71	-0.74
YMR016C	0.14	0.2	-0.23	-0.47	-0.6	-0.43	-0.64
YGL009C	0.12	0.52	0.03	-0.43	-0.6	-0.4	-0.3
YEL071W	0.32	0.58	-0.01	-0.76	-1.12	-0.62	-0.69
YGL013C	0.2	0.32	0.03	-0.56	-0.79	-0.42	-0.36
YEL049W	0.06	0.21	0	-0.3	-0.4	-0.22	-0.18
YBL088C	0.03	0.5	0.04	-0.54	-1.03	-0.51	-0.47
YKL014C	0.03	0.19	-0.03	-0.18	-0.32	-0.09	-0.2
YGL083W	0.24	0.24	-0.09	-0.38	-0.74	-0.47	-0.49
YLR177W	0.12	0.11	0.01	-0.15	-0.32	-0.23	-0.18
YBR113W	0.07	0.26	-0.15	-0.32	-0.64	-0.54	-0.18
YDR437W	0.04	0.34	0.01	-0.18	-0.42	-0.36	-0.12
YDR217C	0.11	0.41	0.14	-0.51	-0.62	-0.67	-0.18
YCR018C	-0.01	0.21	0.06	-0.2	-0.3	-0.36	-0.15
YDR095C	-0.01	0.15	0.08	-0.22	-0.36	-0.3	-0.14
YBR188C	0.08	0.25	0.11	-0.1	-0.58	-0.42	-0.32
YLL048C	0.07	-0.03	0.06	-0.03	-0.34	-0.1	-0.27
YDL118W	0.04	-0.1	0.03	-0.18	-0.79	-0.4	-0.58
YPL085W	-0.01	0.07	0.06	-0.09	-0.49	-0.34	-0.36
YNL095C	0.04	0.12	0.16	-0.42	-0.94	-0.3	-0.69
YLR385C	-0.06	-0.14	0	-0.22	-0.69	-0.2	-0.47
YBL067C	-0.12	-0.17	0.11	-0.42	-0.86	-0.23	-0.58
YDR097C	-0.18	-0.09	0.12	-0.34	-0.92	-0.27	-0.49
YHR079C-A	-0.07	-0.03	0.03	-0.18	-0.47	-0.18	-0.23
YOR173W	-0.07	0.01	-0.03	-0.2	-0.47	-0.22	-0.32
YDR431W	-0.09	-0.1	-0.04	-0.23	-0.62	-0.36	-0.32
YNL088W	-0.09	-0.1	0.01	-0.23	-0.49	-0.29	-0.2
YBR265W	-0.17	-0.1	0.21	-0.25	-0.6	-0.23	-0.29
YBR099C	-0.12	0.14	0.12	-0.23	-0.67	-0.58	-0.15
YLR450W	-0.14	-0.03	-0.03	-0.17	-0.43	-0.51	-0.07
YPL167C	-0.2	-0.01	0	-0.34	-0.43	-0.51	-0.1
YIL048W	-0.47	-0.17	-0.1	-0.12	-0.42	-0.58	-0.17
YFL033C	-0.3	-0.09	-0.23	-0.15	-0.38	-0.58	-0.34
YKL066W	-0.43	0.04	0	-0.12	-0.42	-0.43	-0.47
YPL283C	-0.27	0	-0.15	-0.18	-0.64	-0.42	-0.4
YNR031C	-0.19	-0.09	-0.05	-0.19	-0.44	-0.39	-0.3
YPL047W	-0.18	-0.07	0.04	-0.09	-0.38	-0.36	-0.23
YPL233W	-0.1	-0.09	0	-0.06	-0.4	-0.34	-0.27
YCR059C	-0.15	0.21	0.16	-0.43	-0.67	-0.47	-0.51
YNL329C	-0.1	0.06	0.04	-0.34	-0.34	-0.36	-0.32
YHR006W	-0.09	0.03	0.03	-0.4	-0.38	-0.27	-0.27
YGR121C	-0.27	-0.1	-0.07	-0.64	-0.56	-0.29	-0.36
YCR106W	-0.36	0.04	0.03	-0.62	-0.71	-0.3	-0.47
YMR103C	-0.23	0.01	0.03	-0.3	-0.3	-0.18	-0.23
YPR007C	-0.36	-0.09	0	-0.45	-0.56	-0.3	-0.51
YDR274C	-0.23	-0.06	0	-0.3	-0.34	-0.26	-0.32
YLR419W	-0.3	-0.14	0.11	-0.43	-0.64	-0.56	-0.47
YOL110W	-0.22	-0.05	0.11	-0.32	-0.51	-0.37	-0.39
YOR349W	-0.25	-0.03	0.14	-0.43	-0.29	-0.3	-0.29
YCR073C	-0.32	-0.09	-0.06	-0.29	-0.25	-0.32	-0.1
YMR190C	-0.25	0.03	-0.07	-0.38	-0.3	-0.34	-0.15
YGR104C	-0.23	0.03	-0.09	-0.36	-0.22	-0.23	-0.14
YLL032C	-0.3	0.11	-0.2	-0.3	-0.47	-0.4	-0.17
YJL113W	-0.25	0.07	-0.1	-0.36	-0.62	-0.18	-0.23
YJL207C	-0.17	0.03	-0.15	-0.27	-0.64	-0.27	-0.27
YMR019W	-0.18	0.06	-0.07	-0.29	-0.54	-0.3	-0.12
YHR065C	-0.23	-0.12	-0.06	-0.47	-0.51	-0.3	-0.12
YLR131C	-0.3	-0.04	-0.17	-0.36	-0.43	-0.25	-0.12
YPL161C	-0.2	-0.07	-0.22	-0.42	-0.71	-0.36	-0.18
YPL274W	-0.25	-0.06	-0.32	-0.56	-0.67	-0.4	-0.17
YLR281C	-0.25	0	-0.15	-0.49	-0.54	-0.42	-0.23
YEL035C	-0.3	-0.14	-0.23	-0.3	-0.69	-0.32	-0.2
YMR164C	-0.36	-0.18	-0.2	-0.43	-0.62	-0.36	-0.12
YPR068C	-0.3	-0.14	-0.1	-0.25	-0.51	-0.32	-0.09
YJR049C	-0.1	-0.17	-0.07	-0.23	-0.38	-0.15	-0.07
YHR191C	-0.12	-0.23	-0.09	-0.62	-0.64	-0.42	-0.32
YPR096C	-0.07	-0.14	-0.1	-0.27	-0.32	-0.27	-0.18
YDR443C	-0.15	-0.03	-0.22	-0.27	-0.42	-0.23	-0.3
YDR042C	-0.4	-0.12	-0.42	-0.38	-0.56	-0.32	-0.43
YGR270W	-0.18	-0.14	-0.23	-0.09	-0.1	-0.36	-0.14
YLR135W	-0.18	-0.15	-0.1	-0.1	0.06	-0.4	0.08
YJL098W	-0.06	-0.4	-0.3	-0.1	-0.89	-1.74	0.15
YPR202W	0.01	-0.14	0.04	-0.12	-0.3	-1.06	0.24
YER102W	-0.27	-0.06	-0.15	-0.25	-0.3	-1.32	0.01
YHR020W	-0.12	-0.07	-0.1	-0.1	-0.1	-0.67	0
YCL014W	-0.2	-0.07	-0.17	-0.27	-0.17	-1.22	0.15
YOR033C	-0.04	-0.03	-0.18	-0.3	-0.3	-0.84	0.11
YNL286W	-0.14	-0.22	-0.23	-0.17	-0.1	-0.58	-0.01
YNL089C	-0.12	-0.32	-0.23	-0.23	-0.18	-0.67	
YGL197W	-0.18	-0.2	-0.25	-0.43	-0.22	-0.76	0.12
YCR081W	-0.27	-0.23	-0.51	-0.64	-0.3	-0.84	0.11
YAL064W	-0.43	-0.1	-0.18	-0.42	-0.18	-0.69	0.21
YNL212W	-0.1	-0.12	0	-0.29	-0.04	-0.36	0.03
YPL029W	-0.12	-0.25	0.14	-0.36	-0.2	-0.69	0
YLL005C	-0.23	-0.07	0.14	-0.42	-0.2	-0.6	-0.09
YJR109C	0.29	0.11	-0.56	-0.84	-0.6	-0.97	0.3
YLR436C	0.11	-0.18	-0.17	-0.17	-0.2	-0.29	0.15
YER111C	0.08	-0.06	-0.04	-0.15	-0.3	-0.47	0.14
YEL075C	0.25	0.04	-0.04	-0.04	-0.58	-0.81	0.21
YBL112C	0.5	0.01	-0.1	0.01	-0.36	-0.58	0.12
YBR190W	-0.07	0.69	-0.29	-0.34	-0.67	-1.15	0.01
YPL207W	0.21	0.25	0.14	-0.04	-0.15	-0.45	0.21
YBR023C	0.21	0.52	0.25	-0.09	-0.34	-0.89	0.21
YFL065C	0.21	0.45	0.21	-0.06	-0.4	-0.79	0.21
YCL017C	0.04	0.34	0.15	-0.3	-0.29	-0.56	0.14
YOL057W	0.15	0.52	0.32	-0.38	-0.34	-0.56	-0.04
YLR347C	0.19	0.36	0.24	-0.38	-0.4	-0.47	-0.1
YKL022C	0.19	0.12	0.2	-0.12	-0.2	-0.29	0.06
YBR025C	0.64	0.41	0.12	-0.34	-0.69	-0.74	0.08
YBR073W	0.29	0.19	0.2	-0.23	-0.62	-0.51	-0.14
YNL054W	0.14	0.08	0.04	-0.1	-0.34	-0.27	-0.1
YBL111C	0.34	0.45	0.14	0.14	-0.49	-0.51	-0.04
YHR218W	0.32	0.41	0.12	0.04	-0.4	-0.49	-0.09
YAL053W	0.2	0.41	0.24	0	-0.3	-0.51	-0.06
YDL058W	0.16	0.34	0.12	-0.1	-0.27	-0.34	-0.03
YBL100W-A	0.25	0.62	0.24	-0.1	-0.42	-0.76	-0.4
YPL191C	0.06	0.21	0.25	-0.03	-0.42	-0.38	0.03
YLR465C	0	0.12	0.14	0.04	-0.3	-0.25	0.06
YIL115C	0.04	0.03	0.25	-0.1	-0.14	-0.34	-0.09
YEL001C	0.15	0.19	0.21	-0.07	-0.06	-0.62	-0.03
YPL179W	0.15	0.2	0.29	-0.34	-0.1	-1.03	0.12
YPR058W	0.01	-0.1	0.67	-0.56	-0.43	-1.25	-0.01
YDR349C	0.12	-0.01	0.58	-0.42	-0.32	-1.12	0.25
YNL014W	0.03	0.03	0.21	-0.47	-0.71	-1.22	0.21
YPL255W	-0.03	-0.07	0.03	-0.18	-0.3	-0.56	-0.06
YDR039C	0.14	0.06	-0.14	-0.49	-0.67	-1.64	-0.25
YGR014W	0.04	-0.03	0.12	-0.3	-0.3	-1.09	-0.3
YDR491C	0.06	0.26	0.16	-0.67	-0.43	-1.69	-0.45
YGR094W	0.11	0.24	-0.01	-0.74	-0.47	-2.06	-0.3
YOR095C	-0.04	-0.06	0.16	-0.84	-0.79	-2.12	-0.2
YGR090W	0.04	-0.06	0.29	-0.69	-0.4	-1.51	-0.06
YPL221W	0.06	0.26	-0.03	-0.22	-0.36	-1.09	0.08
YHR073W	0.15	0.21	0.08	-0.23	-0.15	-0.67	-0.17
YDR150W	0.08	0.14	0.11	-0.23	-0.22	-0.67	-0.27
YBR133C	0.25	0.36	0.29	-0.47	-0.42	-1.22	-0.49
YGR234W	0.21	0.45	0.34	-0.64	-0.54	-1.29	-0.51
YOR243C	0.15	0.32	0.48	-0.47	-0.36	-1.15	-0.4
YHR197W	0.2	0.3	0.4	-0.29	-0.56	-1	-0.43
YDR333C	0.2	0.15	0.24	-0.47	-0.27	-0.6	-0.3
YDR141C	0.14	0.07	0.16	-0.3	-0.23	-0.25	-0.18
YKL104C	0.19	0.21	0.29	-0.56	-0.56	-0.67	-0.18
YNL186W	0	0.32	0.16	-0.74	-0.67	-0.94	-0.54
YLR433C	0.11	0.16	0.12	-0.6	-0.4	-0.67	-0.3
YDR189W	0.2	0.21	0.08	-0.45	-0.38	-0.69	-0.23
YDR507C	0.16	0.07	0.01	-0.2	-0.23	-0.34	-0.18
YDR101C	0.38	0.25	0.32	-1	-1.32	-1.89	-0.84
YPL157W	0.15	0.03	0	-0.43	-0.58	-0.67	-0.38
YOR108W	0.2	0.25	0.16	-0.36	-0.58	-0.84	-0.12
YBR069C	0.3	0.19	0.38	-0.74	-1.03	-1.64	-0.29
YEL074W	0.06	0.12	0.08	-0.27	-0.43	-0.84	-0.07
YIL175W	0.03	-0.07	0.12	-0.62	-0.49	-0.94	-0.1
YDR038C	0.04	-0.09	0.07	-0.69	-0.86	-1.09	-0.3
YJL125C	-0.04	0.07	0.21	-0.97	-0.81	-1.32	-0.38
YPR054W	-0.17	0	-0.03	-0.89	-0.71	-1.32	-0.45
YDR040C	-0.06	-0.1	-0.03	-0.79	-0.74	-1.18	-0.45
YDR489W	-0.06	-0.03	0	-0.56	-0.27	-0.69	-0.23
YNL314W	-0.1	-0.1	0.08	-0.49	-0.27	-0.43	-0.23
YDR412W	0.06	-0.25	0.07	-0.92	-0.71	-0.94	-0.42
YMR185W	0	-0.15	0.38	-0.58	-0.49	-0.81	-0.43
YOL081W	-0.15	-0.07	0.19	-0.38	-0.32	-0.56	-0.2
YPL009C	-0.15	0	0.14	-0.56	-0.23	-0.43	-0.36
YJL033W	-0.06	0.01	0.21	-0.94	-0.36	-0.67	-0.62
YGR074W	-0.04	0	0.07	-0.43	-0.18	-0.29	-0.34
YOR021C	0.06	-0.01	0.16	-0.67	-0.22	-0.62	-0.56
YML109W	0.11	0	0.14	-0.4	-0.17	-0.49	-0.25
YAL041W	0.12	-0.03	0.06	-0.62	-0.3	-0.81	-0.47
YIL008W	0.06	-0.06	0.07	-0.56	-0.25	-0.62	-0.36
YBR153W	0.04	0.04	0.08	-0.38	-0.17	-0.32	-0.15
YBL104C	-0.03	0.21	-0.03	-0.6	-0.3	-0.79	-0.34
YER176W	-0.09	0.04	-0.06	-0.51	-0.18	-0.56	-0.32
YDR159W	0.04	0.12	-0.04	-0.47	-0.22	-0.32	-0.32
YER172C	0.06	0.01	-0.03	-0.29	-0.14	-0.2	-0.2
YKR104W	0.15	0.06	-0.01	-0.3	-0.2	-0.29	-0.2
YDR499W	-0.06	0.12	0.36	-0.54	-0.32	-0.56	-0.23
YMR216C	-0.1	0.32	0.06	-0.47	-0.1	-0.45	-0.01
YPL219W	-0.06	0.3	-0.12	-0.67	-0.27	-0.64	-0.06
YFL007W	-0.06	0.21	0.11	-0.6	-0.29	-0.81	0.24
YOR091W	0.08	0.16	0.3	-1.06	-0.67	-1.12	0.26
